s_no,experience,job_description,job_desig,job_type,key_skills,location,salary,company_name_encoded
410,2-4 yrs,"- Experience in creating test deliverables such as Test Strategies,Test scenarios, metrics and ...",Test Analyst - Mobile/web Application Testing,,"QTP, Selenium, JMeter, SQL, Load Runner, Test Scripts, Test Management Tool...","Delhi NCR, Noida",10to15,2016
411,5-8 yrs,Should possess good people skills;Must be a smart individual with solution oriented approach;Should be a ...,Business Development Manager- Franchise Business,,"marketing, competitor analysis, international business, international sales...",Mumbai,6to10,1224
412,4-9 yrs,Candidates with experience in enzyme based organic transformation will be preferred;Good knowledge of ...,"Senior Research Chemist,",,"NMR, HPLC, GC, IR, Research, Analytical Techniques, Process Development...",Mumbai(Govandi),6to10,4544
413,5-7 yrs,Minimum of 5 to 7 years of Experience;Should be proficient in the below technology stack/Concepts;5 ...,Application Developer,Analytics,"Node.Js, Javascript, CSS, Html5, Neo4J, Java, GIT, Python, Docker...",Hyderabad,10to15,1684
414,5-10 yrs,prioritize required technology change post go live of each release and ensure initiatives remain on time ...,IBM Filenet ECM Tools,,"SDLC, Business analysis, Filenet, Investment banking, Test cases...",Pune,10to15,191
415,3-7 yrs,Willingness and ability to learn and adopt new programming languages;3+ years programming experience ...,Software Engineer,,"Javascript, Python, Bash, Docker, AWS, Azure, Web Technologies...",Hyderabad,15to25,1452
416,8-13 yrs,Experience in commercial cost practices/vendor development and manufacturing processes; Experience ...,Cost Manager,,"Purchase, Excel, Vendor Development, Modeler, MS Office, Cost Reduction...","Pune, Greater Noida",25to50,779
417,4-8 yrs,- Extensive experience using SAS/R/Python (4-6 years) to analyse and solve business problems;- 4+year of ...,Sba/am/manager/senior Manager - Analytics - Group Disability,Analytics,"Predictive Modeling, Logistic Regression, R, SAS, Predictive Analytics...","Gurgaon, Gurugram",6to10,1989
418,7-12 yrs,Experience in defining corporate-wide data strategy and data governance;Over 10 years of experience in ...,Lead Data Architect,,"sql, data modeling, etl, data warehousing, data governance...","Bengaluru, Singapore",25to50,4372
419,2-5 yrs,Should have done marketing for Cyber Security / IT Software and Services Company;Experience Required ...,Digital Marketing Manager,Analytics,"SEO, SMM, Affiliate Marketing, SEM, Digital Marketing, Google Analytics...",Delhi NCR(Okhla),6to10,2554
420,2-5 yrs,Looking for FICO functional SAP FICO consultant having 2-5 years experience in SAP environment ...,SAP FICO Consultant,,"asset accounting, internal orders, gl accounting, profit centre, sap fico...",Ludhiana,0to3,463
421,2-6 yrs,Should be well versed with core cat modeling perspectives and loss statistics and use it during ...,Catastrophe Modeling Specialist,,"catastrophe, cat model, catastrophe modelling, catastrophe modeling...",Mumbai,0to3,4779
422,3-8 yrs, Should posses excellent verbal & written communication skills ...,Data Scientist / Decision Scientist [3+ Years] [US Healthcare Domain,,"Data Science, Data Scientist, Machine Learning, R, Python...",Pune(Kharadi),6to10,323
423,6-10 yrs,- You have built large-scale data pipelines which process millions of events per day and has experience ...,Lead Big Data Engineer - Java/ AWS/ ETL,,"Information Retrieval, Java, Algorithms, Data Science, Spark, SQL...",Bengaluru,10to15,4051
424,10-20 yrs,Experience (10+ years) required with strong experience in Fund raising &;Minimum 10 years experience ...,Business Analyst ( Hospitality ),,"Project Management, Project Finance, Financial Modelling, Budgeting...",Kozhikode,0to3,3670
425,9-14 yrs,Strong Leadership and mentoring skills with minimum 6+ years of team leadership and client management ...,Avp/savp - Analytics @ Bangalore,Analytics,"python, SAS",Bengaluru,25to50,4185
426,0-4 yrs,"- Post-Graduate degree in statistics, finance, mathematics, engineering (Computer Science preferred) or ...",Analyst - I-alpha - Capital Markets Domain - IIT,,"Capital Markets, mathematical models, valuation, R, MATLAB, SPSS, CART...","Delhi NCR, Gurgaon",10to15,1969
427,8-13 yrs,"We combine business experience, expertise in large-scale data analysis and visualization, and advanced ...",Senior Consultant Data Engineering,,"big data, data engineer, big data engineer, senior hadoop developer, python...",Gurgaon,25to50,2744
428,0-3 yrs,,German Language Expert - Voice Process,,"Communication, Analytical Skills, Interpersonal Skills, Problem Solving...",Noida(Sector-63 Noida),0to3,1651
429,5-7 yrs,- 1-2 years of experience quality testing content based products;- Good focus for delivering high ...,Project Manager - .Net - Erp/crm/cx/digital Solutions,,"Use Cases, Test Cases, Requirement Gathering, Test Planning, SDLC...",Mumbai,6to10,3968
430,6-8 yrs,Core Banking or Signature experience or front/ end application systems experience;Assist in achieving a ...,"Quality Assurance Engineering, Analyst",,"UML, Automation, Flex, Manager Quality Assurance, LAN, Application support,...",Noida,10to15,1527
431,1-6 yrs,Special Role Requirement: Ability to understand potential Risks in a work environment preferred;Liaise ...,Quality Analyst (international BPO),,"international bpo, communication skills, quality analysis, sox compliance...",Gurgaon,0to3,4774
432,0-4 yrs,Must have good communication skills;The Candidate should have the capability in technical understanding ...,Manager Sales & Marketing (vapi-gujarat ),,"customer service, bearings, lubricants, vapi, vibration analysis, condition...",Vapi,0to3,3315
433,2-4 yrs,,Associate,,"operational tax, tax implications, tax, international tax...",Mumbai,0to3,3322
434,4-6 yrs,Our distinguished client is looking for an individual hungry to grow leveraging extensive experience in ...,SAS Developer - Analytics (4-6 Years),Analytics,"SQL, SAS Macros, Unix, Continuous Improvement, Business Reporting...",Mumbai,6to10,1054
435,6-7 yrs,-           Good understanding of the mobile development life cycle and Android SDK;Experience in ...,Sr. Mobile Developer - Android,,"Java, Android SDK, Android Development, Parsing, Mobile Development, JSON...",Pune,6to10,4090
436,2-5 yrs,"Should have expert knowledge in at least one of the statistical soft wares - SAS, SQL, R, Python, Excel ...",Analytics Executive,Analytics,"Statistical Modeling, R, Neural Networks, Machine Learning, SAS SQL...",Mumbai,15to25,2113
437,4-6 yrs,"As a UX/UI Designer, you will design and develop innovative UX/UI based solutions and products which ...","Analyst/  Professional, S&it- UX / UI Designer",,"ux / ui designer, adobe photoshop, illustrator, axure, sketch...",Bengaluru,3to6,597
438,4-6 yrs,- Experience in delivering products utilizing data science/ algorithms and machine learning;He or she ...,Senior Product Manager,,"Product Management, Pricing Strategy, Market Analysis, Product Development,...",Bengaluru,15to25,2759
439,2-7 yrs,"Excellent research skills, analytical skills, client-interfacing skills, presentation skills, ...",Urgent :: Job | Business Analyst (Web / Mob) : Noida : Vinove Software,,"rfp, presales, software services, analytical skills, brd, frd, gap analysis...",Delhi NCR,6to10,4715
440,6-10 yrs,a) Engineer from premier engineering college;e) Lean Six Sigma ...,Senior Manager - Process Excellence & Analytics - Iit/iim/nit/bits,Analytics,"Manager - Process Excellence & Analytics, Process Excellence, Analytics...",Noida,10to15,1969
441,1-6 yrs,** only Female Candidates;Candidate must possess minimum 1 year+ of experience in warehouse ;Behavioral ...,Flipkart Hiring Female's for Warehouse Operation.,,"warehouse, inventory, warehouse operations, supply chain...",Bengaluru(Whitefield),6to10,1547
442,5-10 yrs,- Proven working experience as a data analyst or business data analyst;- Knowledge of statistics and ...,SAS Model Developer - Analytics Consulting Firm,Analytics,"Excel, SQL, Data Analysis, Segmentation, SAS, Data Mining, SPSS...","Gurgaon, Noida, Gurugram",15to25,2906
443,7-10 yrs,,Manager / Sr. Manager MIS - Bangalore,,"Excel, MIS, Analytical Skills, Manager MIS, manager mis reporting",Bengaluru(Shivaji Nagar),10to15,4417
444,9-14 yrs,Greetings!!! A.P. Moller - Maersk is an integrated transport & logistics company with multiple ...,Business Process Manager,,"Management Consulting, business consulting, corporate strategy...",Chennai,6to10,2650
445,3-7 yrs,Performance Tuning Analyst  The roles is primarily performance engineer who can do the Test ...,Performance Tuning Analyst - Test Execution,,"Performance Tuning Analyst, Test Execution, Performance Tuning, Performance...",Hyderabad,10to15,1982
446,1-6 yrs,- 1 to 3 yrs of relevant experience - however basis candidates skill sets & expertise its ok to ...,Analyst/avp - Equity Research - Sell Side - Investment Bank,,"private equity, sell side, investment banking, finance, financial modelling...",Mumbai,6to10,1333
447,2-5 yrs,Extremely good coding knowledge and hands on experience in Anesthesia / E&M / Pathology / Denials ...,Hiring Quality Analyst- Anesthesia/ Pathology / Denials Medical Coding,,"medical coding, cpc, cic, coc, ccs, anesthesia, anaesthesia, e&m, Pathology...",Navi Mumbai,3to6,1688
448,3-8 yrs,"- Experience with distributed micro-service design principles, service oriented architectures ...",Full Stack Developer - Object Oriented Analysis & Design,,"Grunt, Javascript, Karma, Apache Cordova, Couchdb, Spring, Redis, Java...",Bengaluru,15to25,3319
449,3-8 yrs,Should have strong client handling experience;Should have strong client handling experience;Should have ...,Assistant Manager Recruitment and Client Management,,"Head Hunting, Recruitment, Screening, Leadership Hiring, HR...",Delhi NCR(Old Rajender Nagar),6to10,3543
450,9-12 yrs,"o	Experience with production application systems monitoring, performance optimization, root cause ...",Lead Devops Engineer,Analytics,"ansible, linux, devops, AWS, Jenkins",Bengaluru(Whitefield),15to25,1126
451,8-10 yrs,"Being one of the most critical delivery channels across products, the role holder should recommend and ...",Head - Contact Center Quality,,"Head - Contact Center Quality, Customer Service delivery, auditing, process...",Gandhinagar,10to15,617
452,0-3 yrs,  Conduct global primary and secondary research and preparing reports comprising of market ...,Research Analyst,ANALYTICS,"secondary research, business research, market sizing, research analysis...",Noida(Sector-8 Noida),3to6,4533
453,2-5 yrs,The candidate with excellent written and verbal communication skills should be an individual performer ...,Digital Marketing Lead,analytics,"seo, digital marketing, google analytics, sem, keyword research...",Bengaluru(Electronic City+1),3to6,4680
454,1-6 yrs,"At least 1-8 years of experience in (Investment Banking) Hedge Fund, Capital markets, Fund Accounting, ...",Sr. Analyst & TL IB  TLM Reconciliation  Coimbatore,,"Investment Banking, Fund Accounting, Reconciliation, Mutual Funds, Cash...",Coimbatore,6to10,4893
455,2-6 yrs,,Program Management Support,analytics,"data reporting, data analytics, ms office, VBA, Macros, PMO",Mumbai,3to6,4520
456,15-20 yrs,"Experience in developing, communicating and translating sales business strategy into action plans in ...",Head - Sales & Marketing - Fintech,Analytics,"Direct Sales, Marketing Analytics, Branding, Team Management...",Mumbai,25to50,3218
457,5-10 yrs,"Experience with statistical programming languages (for example, SAS);experience using a business ...","Analytics Manager for a Leading MNC, Bangalore",Analytics,"sas, analytics, statistical analysis, compensation analytics...",Bengaluru,6to10,57
458,8-11 yrs,Experience in developing a strong metrics driven team with attention to quality and quantity;Knowledge ...,Mechanical Tech Lead Engineer_ Bangalore _for Product Based MNC,,"engineering change management, semiconductor manufacturing...",Bengaluru,15to25,2561
459,10-15 yrs,5+ years of management experience (preferably in a production or service environment) including ...,Operations Manager,,"Production Planning Control, Operations Management, Quality Standards, Team...",Bengaluru(Kanakpura Road),15to25,3557
460,10-15 yrs,At least 15 years experience in a manufacturing company with a turnover of over Rupees 300 crores is ...,Asst. Company Secretary and Manager Legal,,"Company Secretary, Legal, Secretarial Activities, Analytical Skills",Chennai(Mylapore),15to25,3511
461,5-10 yrs,At least 5 years of working experience in analytics;At least 5 years of working experience in analytics ...,Consultant / Sr/consultant,analytics,"Modeller, predictive modeling, market mix modellling, data science, . SQL...",Bengaluru,15to25,3133
462,10-18 yrs,- Interact with customers and other external parties whenever required;- 10-18 years of relevant ...,Vp/head - Credit Risk Analytics - Sas/r/python - Bfsi/fintech,Analytics,"SAS, Linear Regression, Credit Risk Management, R, Predictive Analytics...","Gurgaon, Gurugram",25to50,15
463,1-5 yrs,,Oracle Procedural Language Extensions to SQL,,"Oracle, PLSQL, Stored procedures, Data analysis, Business process...",Hyderabad,6to10,190
464,2-5 yrs,- Experience developing workbooks from multiple data sources using data blending;- You must be a hands ...,Rehlat Online Services - Data Analyst,Analytics,"SQL, Data Analytics, Data Analysis, Excel, Data Mining, Marketing Analytics...",Hyderabad,10to15,3561
465,2-5 yrs,,Team Leader/associate - Credit Risk - RWA Reporting and Analysis,,"Basel Iii, Rwa, Business Finance, Market Risk, Credit Risk, Derivatives...",Bengaluru,15to25,1054
466,0-5 yrs,"Requirement Gathering, Database Designing, Coding, Unit Testing, Maintenance etc;Skills required: Spring, ...",Java Developer,,"Hibernate, Spring, Java, Multithreading, SQL, Software Development...",Gurgaon,3to6,498
467,5-8 yrs,- Have good time management skills and should be able to meet the expected deliverables;- Extensive ...,Data Scientist - Machine Learning - Ecommerce/analytics Firm - Iit/nit,analytics,"SCALA, Machine Learning, Java, Python, SQL, R, Pig, Data Mining, Perl...",Gurgaon,15to25,2914
468,2-4 yrs,- Digital Strategy : for driving maximum ROI + industry best numbers in digital ...,Assistant Manager - Marketing - Payment Gateway,,"Marketing, Lead Generation, Sales, competitor analysis, digital marketing",Mumbai,6to10,3218
469,7-10 yrs,"- Comply with good software engineering principles, including but not limited to standard coding, ...",Full Stack Developer - Java/ J2EE,,"Java, J2Ee, Software Development, Software Engineering, Agile Development...",Hyderabad,10to15,1002
470,6-10 yrs,"6-10 years experience in project management in consulting, digital marketing, business research, ...",Practice Head,,"SEO, Digital Marketing, Search Engine Optimization, Business Development...",Mumbai,10to15,1790
471,4-6 yrs,"4+ years practical experience with SAS, ETL, data processing and data analytics;Required Qualifications: ...",Data Analytics Manager,Analytics,"Data Analysis, Predictive Modeling, Data Mining, SAS, Data Analytics...",Gurgaon,6to10,864
472,4-6 yrs,"Should be able to estimate time for tasks assigned, provide periodic status updates and involved in ...",Software Development Engineer II,,"Arc Objects, .Net, Java, Map","Delhi NCR, Noida",10to15,3481
473,5-10 yrs,"Hi,  We have an exciting job opportunity for Senior Strategic Finance Analyst with Chennai & ...",Job Opportunity for Senior Strategic Finance Analyst in Chennai & Pune,,"Financial Management, Finance, Maintenance, Project Operations...","Chennai, Pune",15to25,3523
474,8-13 yrs,,Visual Merchandiser || Retail Industry || Delhi- NCR,,"Store Management, Store Operations, Promotions, Visual Merchandising...",Mumbai,15to25,4564
475,1-2 yrs,,MIS Executive,,"Advanced Excel, MIS, Data Analysis, Retail Outlets, MIS Executive...",Delhi(South Extension),0to3,321
476,1-2 yrs,minimum 1 year of experience into marketing ;As such executives are likely to have a great deal of ...,Marketing Executive,,"Sales, Marketing Campaigns, Promotions, Advertising, Market Research...",Hyderabad,3to6,352
477,5-10 yrs,  A minimum of 5 years experience in business analysis or a related field;This resource should ...,Data Modeller - Technical BA,,"Business Analysis, Business Intelligence, Data Modeling, ERwin...",Hyderabad,10to15,1954
478,7-10 yrs,"Roles and Responsibilities 7 years of industry experience in the business data analysis,  involved in ...",Systems Analyst,,"Business intelligence, Data analysis, MS Access, MS Office, Data management...",Bengaluru,10to15,4541
479,3-8 yrs,Experience: 3 to 9 yrs ( relevant exp in Pricing Analysis is mandate );Shift: Night Shift;Summary on ...,Pricing Analyst,,"Pricing Analysis, error rectification, Customer Centric",Chennai(Kandanchavadi),3to6,2650
480,5-10 yrs,,Opening For Accountant in Export House ( CA Qualified)- Noida,,"garment export, export house, ca, ca qualified...",Noida,10to15,808
481,1-2 yrs,- Looking for Analytics professionals who are having atleast 1-2 years of experience into Analytics ...,Consultant I - Analytics - Consulting Firm - IIT/ ISI/ DSE,Analytics,"SAS, Tableau, Excel, R, Analytics","Delhi NCR, Gurgaon",10to15,2574
482,4-9 yrs,"Good exposure of MS Excel, Power point presentation, Basic knowledge of Ms ...",Manager Financial Planning Analysis/ FP&A,,"financial modelling, dcf, npv, finance, budgeting, management accounting...",Bengaluru,6to10,2691
483,8-13 yrs,Heading the Information Technology team for Institutional Equities Business at MOSL; covering all ...,Urgent Opening for Project Manager : Institutional Equity,,"Sales, Equity, Business Analysis, Finance, Settlements...",Mumbai,25to50,2836
484,6-10 yrs,"- For CM&D, owns the processes and timetable for required regular Finance ...",Business Management Analyst - BFSI,,"Business Management Analyst, Business Management, Financial Forecasting...",Kolkata,10to15,2981
485,3-5 yrs,SEO Executive.  Experience: 3-5 Years  Qualification: UG/PG  Work Location: ...,SEO Executive,Analytics,"SEO, SEM, Search Engine Marketing, Keyword Research, Web Analytics...",Gurgaon,3to6,2441
486,7-8 yrs,,Assurance - Data Assurance - Manager,Analytics,"Advanced Analytics, SAS, R, Data Visualization, Data Mining...",Bengaluru,6to10,3325
487,3-5 yrs,Work with product managers across the business to build user stories based on the technical requirement ...,Business Analyst,,"finance, adhoc testing, scrum, business process, business analysis...",Chennai,3to6,1504
488,10-15 yrs,"Good experience in integrating ServiceNow with external application using different methods are , SOAP, ...",Servicenow - Solution Architecht/implementer,,"Java, Bootstrap, JSON, XML, Web Services, OIM, Oracle Identity Manager...",Hyderabad,6to10,1667
489,10-18 yrs,,Analytical Development Manager- ADL,,"adl, analytical development, analytical method development...",Bengaluru,10to15,1904
490,0-4 yrs,"SGS is the worlds leading inspection, verification, testing and certification MNC;  Experience: ...",Walk-in Interview - Customer Coordination - Chennai - SGS India,,"customer support, Polymer Testing, enviornmental testing...",Chennai,3to6,3694
491,1-6 yrs,"1+ years demonstrated experience in handling (cleaning, merging, manipulating) and analyzing very large ...",Statistical Analyst,,"linear regression, machine learning, predictive modeling...",Mumbai,15to25,2508
492,9-12 yrs,Very good problem solving and analytical skills;9+ years experience in software development and ...,Cloudiq - Principal Software Engineer,,"Javascript, JSON, Angularjs, HTML, Rest, Java, Spring Framework, GIT, Front...",Bengaluru,10to15,1174
493,5-10 yrs,This individual must also work well under pressure to meet ongoing and overlapping deadlines within ...,Business Systems Analyst III,,"Informatica, Automation, Eclipse, Information technology, Healthcare...",Noida,10to15,2436
494,0-5 yrs,"In this role, you should have a keen eye for detail and excellent communication skills;0-5 years of ...",Software Quality Analyst (0-5 Years),,"Manual Testing, Black Box Testing, Regression Testing, White Box Testing...",Delhi NCR(Vaishali),0to3,3039
495,3-7 yrs,"Pay slips{Please, send me atleast any one Month payslips for current and previous organizations}: ...","Immediate SOC Analyst Openings for Top MNC, Banglore.",,soc analyst,Bengaluru,0to3,2031
496,12-22 yrs,- 2 + years experience in Java;- Experience in creating responsive application;-Total 8+ years overall ...,Java with Angular 5 Developer,,"Java, Angular 5, HTML 5, CSS3, Bootstrap, Karma, Jasmine","Chennai, Trivandrum, Kochi",25to50,4485
497,1-2 yrs,,Urgently Hiring QA - Fresher,,"stlc, manual testing, sdlc, qa, jr.qa, writing bug report...",Ahmedabad,0to3,226
498,3-5 yrs,- 3-4 years industry experience out of which 2-3 years experience in MIS reports;- Experience in ...,Assistant Manager - Corporate MIS - VBA,,"Finance, Macros, Advanced Excel, VBA, Management Reporting, MIS Reporting...",Pune,10to15,2015
